,Book Name,Author,Rating,Number of Reviews,Price,Rank,Genre,Listening Time (minutes),cleaned_description,cluster
2481,What the Buddha Taught,Walpola Sri Rahula,4.6,481.0,634.0,1,Buddhism (Books),380.0,long regarded one best introduction buddhism what buddha taught draw actual word spoken buddha give lucid accurate account fundamental principle buddhist doctrine richly supported extract ancient text walpola rahula give clear direct explanation buddhism essential teaching including,2
2482,"Asher Black: The Five Syndicates, Book 1",Parker S. Huntington,4.4,250.0,668.0,4,Crime Thrillers,512.0,he supposed kill,2
2483,Calling Sehmat,Harinder Sikka,4.5,711.0,703.0,2,"Crime, Thriller & Mystery (Books)",332.0,the year tension brewing india pakistan one secret could change course history it,2
2484,"World of Wonders: In Praise of Fireflies, Whale Sharks, and Other Astonishments",Aimee Nezhukumatathil,4.5,268.5,680.0,4,Biographies & Autobiographies (Books),210.0,from beloved poet aimee nezhukumatathil come debut work nonfiction collection essay natural world way inhabitant teach support inspire u,2
2485,Manifest Now,Idil Ahmed,4.8,151.0,501.0,4,Personal Development & Self-Help,263.0,manifest now provides guide tool technique proven strategy raise frequency create reality want this audiobook designed guide mental physical spiritual aspect manifesting creating heart desire you learn start removing mental emotional block rediscover manifesting natural birthright you feel confident reconnected powerful listen everything life begin shift begin realize conscious creator,2
2486,Partitions of the Heart: Unmaking the Idea of India,Harsh Mander,4.2,7.0,879.0,4,Fascism,705.0,there one partition land harsh mander belief another partition underway heart mind,2
2487,Out of the Maze: A Simple Way to Change Your Thinking & Unlock Success,Dr Spencer Johnson,4.5,103.0,615.0,4,Personal Success,82.0,random house present audiobook edition out maze dr spencer johnson read tony robert ken blanchard,3
2488,Lost Horizon,James Hilton,4.5,683.0,569.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
2489,Lost Horizon,James Hilton,4.5,684.0,569.0,4,Action & Adventure (Books),506.0,celebrating anniversary magical classic following plane crash conway british consul deputy missionary american financier find enigmatic mountain uncharted tibet here discover seemingly perfect hidden community welcomed gracious hospitality intrigued mystery traveler set discovering secret hidden shimmering heart,2
2490,Don't Ever Tell,Lucy Dawson,4.3,479.0,1063.0,4,Suspense,584.0,from author the daughter white lie come enthralling psychological thriller unlike anything heard,2
2491,"The Stolen Show: Nancy Drew Diaries, Book 18",Carolyn Keene,4.7,37.0,305.0,-1,,486.5,nancy bess george race catch international jewel thief book nancy drew diary fresh approach classic mystery series,2
2492,The Signal and the Noise: Why So Many Predictions Fail - but Some Don't,Nate Silver,4.4,1101.0,879.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
2493,The Cartiers: The Untold Story of the Family Behind the Jewelry Empire,Francesca Cartier Brickell,4.7,189.0,1507.0,-1,,486.5,a dynamic group biography studded design history dash this elegantly wrought narrative bear cartier hallmark the economist,2
2494,"A Man for All Markets: From Las Vegas to Wall Street, How I Beat the Dealer and the Market",Edward O. Thorp,4.4,373.0,1256.0,615,Biographies of Business Leaders,990.0,the incredible true story mathematics professor taught world beat dealer first great quantitative investor ushered revolution wall street,2
2495,Coraline: An Adventure Too Weird for Words,Neil Gaiman,4.7,2933.0,292.0,-1,",            5 star,          ,            ,              80%,            ,",214.0,shortly moving old house coraline discovers big carved brown wooden door far corner drawing room and locked curiosity run riot coraline mind unlocks door see lie behind disappointingly open onto brick wall day later exploring rest house garden coraline return mysterious door open this time however dark hallway front stepping inside place beyond eerie familiarity the carpet wallpaper flat the picture hanging wall almost strangest mum dad only button eye seem possessive normal it twisted version world familiar yet sinister and matter get even surreal coraline parent seem reluctant let leave,2
2496,Sidney Sheldon's Reckless,Sidney Sheldon,4.1,452.0,8735.0,-1,,486.5,no description available,2
2497,The Murmur of Bees,Sofia Segovia,4.5,2648.0,837.0,4,Historical Fiction (Audible Audiobooks & Originals),860.0,from beguiling voice mexican fiction come astonishing novel first translated english mysterious child power change family history country verge revolution,2
2498,10 Bedtime Stories For Little Kids,div.,4.5,268.5,376.0,-1,,486.5,by completing purchase agree audible condition use amazon privacy notice applicable audible recurring payment term,1
2499,Naye Zamane Ka Naya Business,Shankar Manshani,4.4,75.0,668.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
2500,HR on Purpose: Developing Deliberate People Passion,Steve Browne,4.8,104.0,515.0,4,Textbooks & Study Guides,204.0,can hr year still geeked the answer yes hr leader popular everyday people blogger steve browne take fresh look hr engaging assortment example insight epiphany encourages practitioner drop preconception hr instead look hr could listen book rekindle passion field vibrant vital touch life everyone encounter hr purpose,2
2501,"The Vanishing Stair: Truly Devious Series, Book 2",Maureen Johnson,4.7,397.0,13345.0,2,Horror Fiction for Teens,553.0,new york time publisher weekly best seller,2
2502,Rich Dad Advisors: Writing Winning Business Plans: How to Prepare a Business Plan That Investors Will Want to Read - and Invest In,Garrett Sutton,4.6,99.0,500.0,-1,,486.5,to win business requires winning business plan to write winning business plan requires listening garrett sutton dynamic audiobook topic writing winning business plan provides insight direction well right,2
2503,Amplified Bible: Complete Old & New Testament,PFL,4.5,268.5,1003.0,-1,,486.5,oops it rush hour traffic piling page please try short trying place order processed time go home page continue shopping,4
2504,The First Forty Days: The Essential Art of Nourishing the New Mother,Heng Ou,4.7,383.0,586.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
2505,Reflections on the Artist's Way,Julia Cameron,5.0,5.0,445.0,768,Personal Success,162.0,by completing purchase agree audible condition use amazon privacy notice applicable audible recurring payment term,1
2506,"Life Changing Secrets from the 3 Masters of Success: Three Habits to Achieve Abundance in Your Finances, Your Relationships,Your Health, and Your Life",Joseph Murphy,5.0,2.0,469.0,-1,,486.5,this audiobook way world really work certain unseen principle control translation desire reality these lie power mind they laid clearly straightforwardly follow process success,2
2507,The Happiness Equation: Want Nothing + Do Anything = Have Everything,Neil Pasricha,4.6,335.0,615.0,4,Personal Development & Self-Help,318.0,random house present unabridged downloadable audiobook edition the happiness equation written read neil pasricha,3
2508,"Braiding Sweetgrass: Indigenous Wisdom, Scientific Knowledge and the Teachings of Plants",Robin Wall Kimmerer,4.8,1950.0,1172.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
2509,"Braiding Sweetgrass: Indigenous Wisdom, Scientific Knowledge and the Teachings of Plants",Robin Wall Kimmerer,4.8,1954.0,1172.0,4,Botany & Plants,1004.0,a botanist professor plant ecology robin wall kimmerer spent career learning ask question nature using tool science a potawatomi woman learned elder family history potawatomi well majority culture indigenous land consider plant animal oldest teacher,2
2510,Winning Like Sourav: Think & Succeed Like Ganguly,Abhirup Bhattacharya,3.5,14.0,501.0,-1,,486.5,from nicknamed offside charting future team india sourav ganguly undoubtedly one greatest captain played country his record speak international run run odi match including century average moreover sourav still highest ratio even higher dhoni also hold record highest number win overseas test captain,2
2511,These Truths: A History of the United States,Jill Lepore,4.7,1007.0,1338.0,1,Textbooks & Study Guides,1740.0,in ambitious american history decade historian jill lepore offer magisterial account origin rise divided nation the american experiment rest three idea truth jefferson called political equality natural right sovereignty people and rest o n dedication inquiry fearless unflinching writes jill lepore groundbreaking investigation american past place truth center nation history,2
2512,Curious: The Desire to Know and Why Your Future Depends on It,Ian Leslie,4.6,132.0,759.0,-1,,486.5,a fascinating analysis curiosity make world go round,2
