Book Name,Author,Description,Rating,Number of Reviews,Price,Rank,Genre,Listening Time (minutes)
With the Fire on High,Elizabeth Acevedo,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.7,884.0,1044.0,-1,,486.5
The Kissing Booth,Beth Reekles,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.5,1188.0,683.0,-1,,486.5
Anger Releasing,Louise L. Hay,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.0,59.0,257.0,-1,,486.5
Crushing It in Apartments and Commercial Real Estate: How a Small Investor Can Make It Big,Brian H Murray,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.7,274.0,668.0,-1,,486.5
Before the Coffee Gets Cold,Toshikazu Kawaguchi,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.4,380.0,323.0,-1,,486.5
Quitters Never Win,Michael Bisping,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.9,369.0,888.0,-1,,486.5
The Pineal Gland: The Eye of God,Manly P. Hall,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.1,620.0,93.0,-1,,486.5
Midnight Tides: The Malazan Book of the Fallen 5,Steven Erikson,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.6,382.0,1025.0,-1,,486.5
Darwin's Dangerous Idea: Evolution and the Meanings of Life,Daniel C. Dennett,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.4,120.0,1338.0,-1,,486.5
"The Success Equation: Untangling Skill and Luck in Business, Sports, and Investing",Michael J. Mauboussin,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.2,78.0,820.0,-1,,486.5
Deep Sleep Every Night,Glenn Harrold,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",3.8,172.0,501.0,-1,,486.5
Threat Vector,Tom Clancy,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.5,3062.0,1005.0,-1,,486.5
Attitude Is Everything: Ten Rules for Staying Positive,Vicki Hitzges,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.7,23.0,375.0,-1,,486.5
Killman Creek,Rachel Caine,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.7,2179.0,609.0,-1,,486.5
Sinful Empire,Meghan March,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.7,702.0,820.0,-1,,486.5
A Time to Kill,John Grisham,"
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
",4.6,3300.0,410.0,-1,,486.5
Winning Across Global Markets: How Nokia Creates Strategic Advantage in a Fast-Changing World,Dan Steinbock,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",3.2,4.0,603.0,-1,,486.5
The Bear and the Dragon,Tom Clancy,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.3,664.0,1054.0,-1,,486.5
The Secret Advantage: Core Fundamentals to Get Anything You Want,Earl Nightingale,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.5,268.5,2008.0,-1,,486.5
Time and Eternity: Exploring God's Relationship to Time,William Lane Craig,This remarkable work offers an analytical exploration of the nature of divine eternity and God's relationship to time.,4.6,40.0,586.0,-1,,486.5
The Downfall of Money: Germany’s Hyperinflation and the Destruction of the Middle Class,Frederick Taylor,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.6,85.0,1003.0,-1,,486.5
The Code of the Woosters,P. G. Wodehouse,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.4,318.0,569.0,-1,,486.5
Daily Self-Discipline: Everyday Habits and Exercises to Build Self-Discipline and Achieve Your Goals,Martin Meadows,"Do you make goals yet get discouraged when your plans don't work? We all know those people who seemingly were born to succeed. Fitness, health, business - they achieve all their goals. You want that success, and know you can get it... but how?",4.2,221.0,233.0,-1,,486.5
"Excellent Excuses (and Other Good Stuff): Tom Gates, Book 2",Liz Pichon,"Crammed with stories and sniggers, this hysterical journal brings you more manic mayhem from the crazy world of Tom Gates. ",4.7,835.0,398.0,-1,,486.5
The Epic City: The World on the Streets of Calcutta,Kushanava Choudhury,A masterful and entirely fresh portrait of great hopes and dashed dreams in a mythical city from a major new literary voice. ,4.3,69.0,569.0,-1,,486.5
"Kristy and the Sister War: The Baby-Sitters Club, Book 112",Ann M. Martin,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",5.0,3.0,333.0,-1,,486.5
My Morning Routine: How Successful People Start Every Day Inspired,Benjamin Spall,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.2,99.0,615.0,-1,,486.5
Tales of a Female Nomad: Living at Large in the World,Rita Golden Gelman,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.5,395.0,1055.0,-1,,486.5
A Short History of Modern Philosophy: From Descartes to Wittgenstein,Roger Scruton,"Discover for yourself the pleasures of philosophy! Written both for the seasoned student of philosophy as well as the general listener, renowned writer Roger Scruton provides a survey of modern philosophy. Always engaging, the author takes us on a fascinating tour of the subject, from founding father Descartes to the most important and famous philosopher of the 20th century, Ludwig Wittgenstein. He identifies all the principal figures as well as outlines of the main intellectual preoccupations that have informed Western philosophy. ",4.5,31.0,949.0,-1,,486.5
Discover Your True North: Expanded and Updated Edition,Bill George,"The leadership classic, Discover Your True North, expanded for today's listeners. ",5.0,14.0,836.0,2,Analysis & Strategy,603.0
Discover Your True North: Expanded and Updated Edition,Bill George,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",5.0,14.0,836.0,-1,,486.5
HBR Guide to Managing Stress at Work,Harvard Business Review,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.2,27.0,501.0,-1,,486.5
For Whom the Bell Tolls: Retro Audio (Dramatised): Retro Audio,Ernest Hemingway, One of the Classic Radio Theatre productions you will want to listen to over and over again!,4.3,1471.0,266.0,-1,,486.5
"What the Bible Says about Love, Marriage & Sex: The Song of Solomon",David Jeremiah,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.6,35.0,500.0,-1,,486.5
Home Fire,Kamila Shamsie,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.4,832.0,569.0,-1,,486.5
The Nuclear Effect: The 6 Pillars of Building a 7+ Figure Online Business,Scott Oldford,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.8,31.0,469.0,-1,,486.5
Complexity: The Emerging Science at the Edge of Order and Chaos,M. Mitchel Waldrop,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.2,84.0,1003.0,-1,,486.5
